id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-1258	Njiitu wàllu njiiteef gi mu ngi wallusi Njëwriñ ji yore suqalikug askan wi nga xam ne, ay gëtam rekk la yore woon, di seetaan bi màkkaanam bi di lakk.	يأتي رئيس المعين للقيادة لنجدة وزارة تنمية المجتمع التي تقف عاجزة تماما بينما تشتعل النيران في مكانه.	Le CSA vient au secours du Ministère du développement communautaire totalement désarmé pendant que ses bureaux sont en flammes.	mafand	Senegalese News (MAFAND)
wo-ar-0438	dafa doxoon ci diggante bi moo tax mu dal ko waaye wéq waa ngi jubaloon ki doon jël widéwoo yi Julius Malema (deppiteb réewum Afrique du Sud) mi di tëkku faat bakkanu deppiteb réewu Mali mi bëggoon a samp ndëndam réewam.	إذ تدخلت في الشجار ولهذا تلقت الركلة التي استهدفت شخصا كان يصور المشهد بسبب التهديدات بالقتل التي وجهها جوليوس ماليما ( نائب جنوب أفريقيا) ضد نائبة مالي التي أرادت الترشح عن بلدها.	En plus le coup de pied n'était même pas destiné à la dame, elle s'est interposée à l'altercation c'est là qu'elle a recu le coup de pied qui visait un homme qui filmait la scène en raison des menaces de mort de Julius Malema (député sud african) à l'encontre de la députée malienne qui voulait se présenter comme candidate pour son pays.	mafand	Senegalese News (MAFAND)
wo-ar-0906	Àllarba ci joŋante dem bi, Lionel Messi génne na àndandoom yi ci guuta gi leen Reds tegaloon.	أنقذ ليونيل ميسي زملاءه من الفخ الذي نصبه لهم الريدز في مباراة أمس، الأربعاء.	Mercredi en demi-finale aller, Lionel Messi a sorti les Barcelonais du piège tendu par les Reds.	mafand	Senegalese News (MAFAND)
wo-ar-0041	Li fi nekk mooy kurél giy saytu làmb ji (CNG) tënk na limu ati mbër yi ci ñeen-fukki at ak juróom.	في الواقع، حددت اللجنة المشرفة على المصارعة (CNG) الحد الأقصى لسن المصارعين عند خمسة وأربعين عاما.	En effet, le Cng a fixé la limite d’âge pour les lutteurs à 45 ans.	mafand	Senegalese News (MAFAND)
wo-ar-0338	Ci gàmmug Tiwaawan gu atum 2019, bérébu fajukaay bi ñu duppe Maam Abdu Asiis Si daloo na jumtukaay yu am solo.	تم تجهيز المستشفى الذي يحمل اسم مام عبد العزيز سِهْ بمعدات مهمة بمناسبة عيد مولد النبي لعام 2019 في تيواون.	Pour l'édition 2019 du Gamou de Tivaouane, le comité sanitaire de l'hôpital Mame Abdou Aziz Sy ne lésine pas sur les moyens.	mafand	Senegalese News (MAFAND)
wo-ar-1244	Dañu leen daanoon ci fukk ak juróom-ñeenteelu simili bi, waaye Mbay Ñaŋ ak i ñoñam mujj nañu dugal ñoom tamit.	في النهاية، سجل مباي أنيانج ورفاقه هدفا بعد أن كانوا متأخرين في الدقيقة التاسعة عشر.	Menés dès la 19e mn ???, Mbaye Niang et les siens ont finalement renversé le score.	mafand	Senegalese News (MAFAND)
wo-ar-0169	Dañu ma yóbbu ci béréb ya, fa laa fajoo paj mu njëkk mi ci fajkatu Caf bi, laataa ñu may yóbbu ci beneen fajukaay ba, loolu la wax dolli ci.	"وأضاف: "" تم نقلي إلى الأماكن، حيث تلقيت الإسعافات الأولية من طبيب الكاف قبل نقلي إلى العيادة الأخرى""."	J’ai été conduit dans les vestiaires où j’ai reçu les premiers soins du médecin de la Caf avant d’être transféré dans une clinique’’, ajoute-t-il.	mafand	Senegalese News (MAFAND)
wo-ar-0655	Téeméeri taraktëer ngir Senegaal gépp, Njiitu réew mi ?	مائة جرار للسنغال كلها سيدي الرئيس؟	100 tracteurs pour tous le Sénégal Mr le président?	mafand	Senegalese News (MAFAND)
wo-ar-0368	Anduñu ci ceeb bi ñuy jox ay nit ñoo xam ne dese nañu koo soxla lool ba noppi bàyyi doom-aadama yi seen loxo jotul seen ginnaaw.	نحن لا نوافق على توزيع الأرز على أشخاص لا يحتاجون إليه؛ وهذا على حساب السكان المحرومين.	À la distribution inappropriée des stocks de riz à des acteurs qui ne sont pas dans une situation de vulnérabilité, au détriment des populations défavorisées.	mafand	Senegalese News (MAFAND)
wo-ar-0733	waaye fexe ba génne ci xeli nit ñi baat bii : toogleen seen kër doonte sax dangeen a jagadi.	ومحاولة إخراج هذه الفكرة من أذهان الناس: ابقوا في منازلكم حتى وإن كنتم مرضى.	Adopter une bonne communication avec le slogan: Sortez de chez vous si vous êtes malade pour venir vous soigner et bannir le slogan: rester chez vous-même si vous avez les symptômes.	mafand	Senegalese News (MAFAND)
wo-ar-0711	Wone ag tële ci mettit yiy dal ci kaw askan wi.	إظهار العجز في المعاناة التي يواجهها الشعب.	Ce sentiment d’impuissance face aux injustices subies par la population.	mafand	Senegalese News (MAFAND)
wo-ar-0068	Ngir waxtaan mën a defar te am njariñ, dëggug kenn kepp ci wàll yi dafay des, fàww ñaari wàll yépp doon ko.	ولكي يكون الحوار بناء ومثمرا، فإن صدق أحد الجانبين غير كاف، بل يجب أن يكون كلاهما كذلك.	Pour qu’un dialogue soit constructif et productif, la sincérité d’un seul camp est insuffisante, il faut que les deux le soient, qu’ils se remettent chacun en question et évitent d’orchestrer le débat en intégrant toutes les parties prenantes et n’en exclure aucune.	mafand	Senegalese News (MAFAND)
wo-ar-0342	Ñu ngi leen di xaar ci baalaate gi ngeen di séddale ne boŋ-boŋ.	وننتظر منكم العفو الذي توزعونه كقطعة حلوى.	Nous vous attendons sur la condamnation et sa teneur ;Nous vous attendons sur la fameuse grâce distribuée comme un bonbon ;Tout en vous rappelant que c’est un deputé qui a été appréhendé et non un citoyen simple.	mafand	Senegalese News (MAFAND)
wo-ar-0926	Waaye, mënuñu leen a bañ a araftu ci xew-xew yi leen di xaar, xam ngeen ko, daa mel ne,	ولكننا لا يسعنا إلا أن نحذركم من الأحداث التي تنتظركم، ويبدوا أنكم تعرفونها	Mais nous ne pouvons manquer d’attirer votre attention sur les épreuves qui vous attendent et vous le savez certainement parce qu’une élection présidentielle en Afrique reste ce qu’elle est.	mafand	Senegalese News (MAFAND)
wo-ar-0258	Samp nañu laaj bi ci këru yéglékaay gii di Le Soleil.	وسُئِلَ هذا السؤال في هذه الصحيفة Le Soleil.	La question s’est invitée dans les colonnes du quotidien national Le Soleil.	mafand	Senegalese News (MAFAND)
wo-ar-0921	Woote léen am ndaje, dooleen fa gis lu dul ay bàndi ak ay addu-kalpe yuy ànd ak yéen.	نظموا اجتماعا و لن تروا معكم إلا البلطجية وقطاع الطرق.	Organisez un meeting ,vous ne verrez que des voyous et des délinquants avec vous.	mafand	Senegalese News (MAFAND)
wo-ar-0588	Ropplaan bu bees dafay bokk ci liy yokk taaru réew mi.	تساهم الطائرة الجديدة في تحسين صورة البلاد.	Un avion de commandement flamblant neuf contribuera à l'image du pays.	mafand	Senegalese News (MAFAND)
wo-ar-0156	Fi mu nekk nii, waxtaan yi dinañu aju ci séddale goxu Kër Masaar, sos yeneen gox yu yees ci diwaanu Ndakaaru bi ak ñag gox-goxaan yi nekk ci diwaanu Kër Masaar, Pikin ak Tëngéej.	وبالتالي، ستركز المناقشات على تقسيم منطقة كَرْ مَسَارْ وإنشاء مقاطعات جديدة في إقليم داكار وتسييج المناطق المحلية في مقاطعات كَرْ مَسَارْ وبكين وتنغيج.	Ainsi, les débats vont précisément porter sur la départementalisation de Keur Massar, la création de nouveaux arrondissements dans la région de Dakar et les limites de collectivités territoriales dans les départements de Keur Massar, Pikine et Rufisque.	mafand	Senegalese News (MAFAND)
wo-ar-1122	Gàcceel ngeen réew mi,	أنتم وصمة عار على هذا البلد،	Vous faites la honte de ce pays et donnez raison à celui qui parlait de jeunesse malsaine.	mafand	Senegalese News (MAFAND)
wo-ar-1076	naka noonu soxla yi, tey wàññiwaale lempo yi mu ga këri liggéeyukaay yi, ñuy mën di am lu ëpp li ñu daan am, di mën di jël ay nit ñu liggéey.	وكذلك الطلب، مع تقليل العبء الضريبي المفروضة على الشركات مما يسمح لها بكسب المزيد من المال وتوظيف المزيد من العمال.	Par exemple si le gouvernement d’un pays décide de diminuer les impôts sur le revenu, cela permettra normalement d’augmenter le pouvoir d’achat des ménages et donc la demande tout en diminuant les charges fiscales imposées aux entreprises, leur permettant ainsi de produire plus et d’embaucher.	mafand	Senegalese News (MAFAND)
wo-ar-1060	xaalis bi ñu ko jënde, ñu ngi ko jële ci natti ati 2019, 2020 ak 2021.	وقد تم أخذ الأموال التي تم اقتناؤها بها من أقساط 2019 و2020 و2021.	Cet avion a coûté la somme de 57 447 235 356 francs CFA et l'acquisition a été budgétisée dans les lois de finances initiales de 2019, 2020 et 2021, a déclaré le ministre des finances et du budget, Abdoulaye Daouda Diallo qui défendait, ce vendredi, le projet de loi n°07/2021 modifiant la loi n°81-52 du 10 juillet 1981 portant code des pensions civiles et militaires de retraite.	mafand	Senegalese News (MAFAND)
wo-ar-0815	Ñoom dañuy xalaat seen aafiya ji, anam yi ñuy nekk bu ñuy tukki.	إنهم يفكرون في راحتهم وفي الظروف التي سيكونون فيها عند السفر.	Eux, ils pensent à leur confort, à la façon dont ils voyagent.	mafand	Senegalese News (MAFAND)
wo-ar-1262	Loolu tamit moo am ak waa Naples yi waa yi wékku ci Spal.	حدث الشيء نفسه مع النابوليين الذين تعلقوا بسيبال.	Même son de cloche chez les Napolitains accrochés par Spal.	mafand	Senegalese News (MAFAND)
wo-ar-0528	Gis ngeen, doonte am na xam-xam ak daraja, ku bëgge kii, mbóoti nguur gi lay doxantoo.	فكما ترون، على الرغم من علمه وشرفه، فإن هذا الجشع يتماشى مع أسرار الحكومة.	Voyez-vous, malgré sa grande envergure, ce rapace, ne se déplace que sous le manteau ténébreux du Secret d’état.	mafand	Senegalese News (MAFAND)
wo-ar-0632	Laata finaalu Ligg dee Sàmpiyoŋ : Bayern laa don liggéeye, woote woon nañu ab reer ca Munig.	قبل نهائي دوري أبطال أوروبا: كنت أعمل في بايرن، ودعوا إلى حفل عشاء في ميونيخ.	Avant la finale de la Ligue des champions: Je travaillais au Bayern, et il avait organisé un dîner à Munich.	mafand	Senegalese News (MAFAND)
wo-ar-0236	Looloo tax li liggéeykat yi daan am mënatuñu ko, loolu la kenn ku bëggul a fësal turam wax ndax dafa tënku.	ولهذا السبب، لم يعد من الممكن للعمال الحصول على ما كانوا يحصلون عليه.	Dans le même temps, la complexité des nouvelles procédures de la BEAC et le besoin urgent des agents économiques crée une situation de forte demande face à des ressources finalement plus faibles, et les commissions s’envolent , a expliqué une source qui a requis l’anonymat du fait de sa position contractuelle avec des officiels.	mafand	Senegalese News (MAFAND)
wo-ar-0298	dafa fekksi xalaatu kuréel gi ñu naan Ecolibri, te seen jubluwaay nekk fexe ba defar béréb yu tilim yi nekk ci biir dëkk bi.	وهو يتناسب تماما مع مبادرة جمعية إيكوليبري التي تهدف إلى استصلاح المساحات الملوثة في المنطقة.	Le thème de la célébration de cette journée, La restauration des écosystèmes, rejoint bien l'initiative de l'association Ecolibri, dont l'objectif est de récupérer des espaces pollués et/ou encombrés de la capitale et de les transformer en poumons verts.	mafand	Senegalese News (MAFAND)
wo-ar-0061	J. Cole amoon na juróomi poñ, ñetti joxe ak juróomi bonde.	وسجل جيه. كول خمس نقاط وثلاث تمريرات حاسمة وخمس متابعات.	J. Cole avait cinq points, trois passes et cinq rebonds en trois matchs.	mafand	Senegalese News (MAFAND)
wo-ar-0564	Te bu ñu jëlee lim yi, lim yi doŋ, xaalis bi ñuy yaxanal mën a tollu ci juróom-ñaari milyaar ak ñeenti téeméeri milyoŋ ak fukk-ak-ñeenti ak ñeenti téeméeri junni ak ñaar-fukk-ak-benn ak ñeen-fukk ak ñaari dërëm ak ñeenti fiftin ci xaalisu Seefaa.	في حين أنه من خلال أخذنا للأرقام، الأرقام فقط، فإن المبلغ الذي سيتم توفيره سيكون سبعة مليار وأربعمائة وأربعة عشر مليونا وأربعمائة وواحد وعشرين ألفا ومائتين وأربع عشرة سيفا.	Mais, s’il y a un appel à lancer encore à l’homme au Mérr Gaddu, c’est qu’il se surpasse et aille jusqu’au fond de ses tripes nous trouver cette ressource dont il manque tant.	mafand	Senegalese News (MAFAND)
wo-ar-0392	Kujje gi, ngir yàlla bànneexu leen bu baax ci seeni yelleef ! Abib Jóob	أيها المعارضون، لوجه الله، من فضلكم استمتعوا بحقوقكم! حبيب ديوب.	Après tout cette attitude d’attentisme et d’inaction de l’opposition lui sert! Président Sonko, foncez,les planètes sont bien alignées pour arriver à votre dessein! Opposants du Sénégal, de grâce jouissez sans limite de vos droits! Abib Diop.	mafand	Senegalese News (MAFAND)
wo-ar-0504	Estaat bi nekk na ci ag lëndëm fukki simili ak juróom-benn laata làmp yiy tàkkaat.	ظل الملعب في الظلام لمدة ست عشرة دقيقة قبل أن يشتغل المصابيح من جديد.	Le stade est resté dans le noir pendant 16 mn de revenir à la normale.	mafand	Senegalese News (MAFAND)
wo-ar-0508	Bu ki ngay joŋanteel amul lu dul ay fen, wax-yu-ñaaw niki ngànnaay, suñu wareef mooy bañ a suufeel suñu bopp ni moom,	عندما لا يملك الخصم سلاحا سوى الأكاذيب والتصريحات الخبيثة، فإن واجبنا هو أن نرفض النزول إلى مستواه،	Quand l’adversaire n’a que caricatures, mensonges, propos malveillants et réducteurs comme armes notre devoir est de refuser de descendre aussi bas que lui et de résister avec dignité et élégance car il nous est demandé ceci : Que la haine envers un peuple ne vous incite pas à commettre des injustices.	mafand	Senegalese News (MAFAND)
